Park	State	Area	Year	Month	Recreation Visitors
Zion NP	Utah	147 sq. miles	1996	5/1/1996	238705
Zion NP	Utah	147 sq. miles	1996	6/1/1996	339727
Zion NP	Utah	147 sq. miles	1996	7/1/1996	340812
Zion NP	Utah	147 sq. miles	1996	8/1/1996	372426
Zion NP	Utah	147 sq. miles	1996	9/1/1996	310840
Zion NP	Utah	147 sq. miles	1996	10/1/1996	239701
Zion NP	Utah	147 sq. miles	1996	11/1/1996	102777
Zion NP	Utah	147 sq. miles	1996	12/1/1996	60949
Zion NP	Utah	147 sq. miles	1997	1/1/1997	65244
Zion NP	Utah	147 sq. miles	1997	2/1/1997	68431
Zion NP	Utah	147 sq. miles	1997	3/1/1997	128143
Zion NP	Utah	147 sq. miles	1997	4/1/1997	230390
Zion NP	Utah	147 sq. miles	1997	5/1/1997	226370
Zion NP	Utah	147 sq. miles	1997	6/1/1997	326154
Zion NP	Utah	147 sq. miles	1997	7/1/1997	333883
Zion NP	Utah	147 sq. miles	1997	8/1/1997	367010
Zion NP	Utah	147 sq. miles	1997	9/1/1997	304847
Zion NP	Utah	147 sq. miles	1997	10/1/1997	230274
Zion NP	Utah	147 sq. miles	1997	11/1/1997	104605
Zion NP	Utah	147 sq. miles	1997	12/1/1997	60183
Zion NP	Utah	147 sq. miles	1998	1/1/1998	70167
Zion NP	Utah	147 sq. miles	1998	2/1/1998	62429
Zion NP	Utah	147 sq. miles	1998	3/1/1998	112119
Zion NP	Utah	147 sq. miles	1998	4/1/1998	201553
Zion NP	Utah	147 sq. miles	1998	5/1/1998	230959
Zion NP	Utah	147 sq. miles	1998	6/1/1998	325129
Zion NP	Utah	147 sq. miles	1998	7/1/1998	318876
Zion NP	Utah	147 sq. miles	1998	8/1/1998	359490
Zion NP	Utah	147 sq. miles	1998	9/1/1998	284343
Zion NP	Utah	147 sq. miles	1998	10/1/1998	229844
Zion NP	Utah	147 sq. miles	1998	11/1/1998	112117
Zion NP	Utah	147 sq. miles	1998	12/1/1998	63022
Zion NP	Utah	147 sq. miles	1999	1/1/1999	73220
Zion NP	Utah	147 sq. miles	1999	2/1/1999	69337
Zion NP	Utah	147 sq. miles	1999	3/1/1999	122668
Zion NP	Utah	147 sq. miles	1999	4/1/1999	218059
Zion NP	Utah	147 sq. miles	1999	5/1/1999	218639
Zion NP	Utah	147 sq. miles	1999	6/1/1999	298448
Zion NP	Utah	147 sq. miles	1999	7/1/1999	335012
Zion NP	Utah	147 sq. miles	1999	8/1/1999	373744
Zion NP	Utah	147 sq. miles	1999	9/1/1999	309215
Zion NP	Utah	147 sq. miles	1999	10/1/1999	237279
Zion NP	Utah	147 sq. miles	1999	11/1/1999	124086
Zion NP	Utah	147 sq. miles	1999	12/1/1999	69957
Zion NP	Utah	147 sq. miles	2000	1/1/2000	80141
Zion NP	Utah	147 sq. miles	2000	2/1/2000	73390
Zion NP	Utah	147 sq. miles	2000	3/1/2000	126843
Zion NP	Utah	147 sq. miles	2000	4/1/2000	220905
Zion NP	Utah	147 sq. miles	2000	5/1/2000	239579
Zion NP	Utah	147 sq. miles	2000	6/1/2000	341054
Zion NP	Utah	147 sq. miles	2000	7/1/2000	341050
Zion NP	Utah	147 sq. miles	2000	8/1/2000	331474
Zion NP	Utah	147 sq. miles	2000	9/1/2000	289827
Zion NP	Utah	147 sq. miles	2000	10/1/2000	232685
Zion NP	Utah	147 sq. miles	2000	11/1/2000	105733
Zion NP	Utah	147 sq. miles	2000	12/1/2000	49667
Zion NP	Utah	147 sq. miles	2001	1/1/2001	61795
Zion NP	Utah	147 sq. miles	2001	2/1/2001	53960
Zion NP	Utah	147 sq. miles	2001	3/1/2001	95231
Zion NP	Utah	147 sq. miles	2001	4/1/2001	207864
Zion NP	Utah	147 sq. miles	2001	5/1/2001	210707
Zion NP	Utah	147 sq. miles	2001	6/1/2001	323759
Zion NP	Utah	147 sq. miles	2001	7/1/2001	321920
Zion NP	Utah	147 sq. miles	2001	8/1/2001	344531
Zion NP	Utah	147 sq. miles	2001	9/1/2001	261476
Zion NP	Utah	147 sq. miles	2001	10/1/2001	179932
Zion NP	Utah	147 sq. miles	2001	11/1/2001	105821
Zion NP	Utah	147 sq. miles	2001	12/1/2001	50783
Zion NP	Utah	147 sq. miles	2002	1/1/2002	55866
Zion NP	Utah	147 sq. miles	2002	2/1/2002	66575
Zion NP	Utah	147 sq. miles	2002	3/1/2002	158518
Zion NP	Utah	147 sq. miles	2002	4/1/2002	279225
Zion NP	Utah	147 sq. miles	2002	5/1/2002	301163
Zion NP	Utah	147 sq. miles	2002	6/1/2002	329355
Zion NP	Utah	147 sq. miles	2002	7/1/2002	347541
Zion NP	Utah	147 sq. miles	2002	8/1/2002	322920
Zion NP	Utah	147 sq. miles	2002	9/1/2002	312931
Zion NP	Utah	147 sq. miles	2002	10/1/2002	229989
Zion NP	Utah	147 sq. miles	2002	11/1/2002	112489
Zion NP	Utah	147 sq. miles	2002	12/1/2002	75973
Zion NP	Utah	147 sq. miles	2003	1/1/2003	71233
Zion NP	Utah	147 sq. miles	2003	2/1/2003	72781
Zion NP	Utah	147 sq. miles	2003	3/1/2003	143284
Zion NP	Utah	147 sq. miles	2003	4/1/2003	244910
Zion NP	Utah	147 sq. miles	2003	5/1/2003	304556
Zion NP	Utah	147 sq. miles	2003	6/1/2003	308634
Zion NP	Utah	147 sq. miles	2003	7/1/2003	294996
Zion NP	Utah	147 sq. miles	2003	8/1/2003	312162
Zion NP	Utah	147 sq. miles	2003	9/1/2003	280970
Zion NP	Utah	147 sq. miles	2003	10/1/2003	229992
Zion NP	Utah	147 sq. miles	2003	11/1/2003	119860
Zion NP	Utah	147 sq. miles	2003	12/1/2003	75414
Zion NP	Utah	147 sq. miles	2004	1/1/2004	67913
Zion NP	Utah	147 sq. miles	2004	2/1/2004	81970
Zion NP	Utah	147 sq. miles	2004	3/1/2004	190919
Zion NP	Utah	147 sq. miles	2004	4/1/2004	297906
Zion NP	Utah	147 sq. miles	2004	5/1/2004	295304
Zion NP	Utah	147 sq. miles	2004	6/1/2004	326499
Zion NP	Utah	147 sq. miles	2004	7/1/2004	337145
Zion NP	Utah	147 sq. miles	2004	8/1/2004	338899
Zion NP	Utah	147 sq. miles	2004	9/1/2004	323156
Zion NP	Utah	147 sq. miles	2004	10/1/2004	227332
Zion NP	Utah	147 sq. miles	2004	11/1/2004	113626
Zion NP	Utah	147 sq. miles	2004	12/1/2004	76673
Zion NP	Utah	147 sq. miles	2005	1/1/2005	63566
Zion NP	Utah	147 sq. miles	2005	2/1/2005	70260
Zion NP	Utah	147 sq. miles	2005	3/1/2005	195530
Zion NP	Utah	147 sq. miles	2005	4/1/2005	230366
Zion NP	Utah	147 sq. miles	2005	5/1/2005	283547
Zion NP	Utah	147 sq. miles	2005	6/1/2005	339849
Zion NP	Utah	147 sq. miles	2005	7/1/2005	347745
Zion NP	Utah	147 sq. miles	2005	8/1/2005	340826
Zion NP	Utah	147 sq. miles	2005	9/1/2005	298465
Zion NP	Utah	147 sq. miles	2005	10/1/2005	227570
Zion NP	Utah	147 sq. miles	2005	11/1/2005	118083
Zion NP	Utah	147 sq. miles	2005	12/1/2005	70858
Zion NP	Utah	147 sq. miles	2006	1/1/2006	71680
Zion NP	Utah	147 sq. miles	2006	2/1/2006	70170
Zion NP	Utah	147 sq. miles	2006	3/1/2006	144186
Zion NP	Utah	147 sq. miles	2006	4/1/2006	264821
Zion NP	Utah	147 sq. miles	2006	5/1/2006	277849
Zion NP	Utah	147 sq. miles	2006	6/1/2006	325124
Zion NP	Utah	147 sq. miles	2006	7/1/2006	347105
Zion NP	Utah	147 sq. miles	2006	8/1/2006	337212
Zion NP	Utah	147 sq. miles	2006	9/1/2006	298587
Zion NP	Utah	147 sq. miles	2006	10/1/2006	235952
Zion NP	Utah	147 sq. miles	2006	11/1/2006	128339
Zion NP	Utah	147 sq. miles	2006	12/1/2006	66325
Zion NP	Utah	147 sq. miles	2007	1/1/2007	68640
Zion NP	Utah	147 sq. miles	2007	2/1/2007	71530
Zion NP	Utah	147 sq. miles	2007	3/1/2007	176622
Zion NP	Utah	147 sq. miles	2007	4/1/2007	286701
Zion NP	Utah	147 sq. miles	2007	5/1/2007	281149
Zion NP	Utah	147 sq. miles	2007	6/1/2007	333005
Zion NP	Utah	147 sq. miles	2007	7/1/2007	338116
Zion NP	Utah	147 sq. miles	2007	8/1/2007	337824
Zion NP	Utah	147 sq. miles	2007	9/1/2007	314290
Zion NP	Utah	147 sq. miles	2007	10/1/2007	253572
Zion NP	Utah	147 sq. miles	2007	11/1/2007	129962
Zion NP	Utah	147 sq. miles	2007	12/1/2007	65870
Zion NP	Utah	147 sq. miles	2008	1/1/2008	56137
Zion NP	Utah	147 sq. miles	2008	2/1/2008	62044
Zion NP	Utah	147 sq. miles	2008	3/1/2008	187814
Zion NP	Utah	147 sq. miles	2008	4/1/2008	242778
Zion NP	Utah	147 sq. miles	2008	5/1/2008	302002
Zion NP	Utah	147 sq. miles	2008	6/1/2008	354527
Zion NP	Utah	147 sq. miles	2008	7/1/2008	360046
Zion NP	Utah	147 sq. miles	2008	8/1/2008	368739
Zion NP	Utah	147 sq. miles	2008	9/1/2008	312606
Zion NP	Utah	147 sq. miles	2008	10/1/2008	254187
Zion NP	Utah	147 sq. miles	2008	11/1/2008	126588
Zion NP	Utah	147 sq. miles	2008	12/1/2008	62686
Zion NP	Utah	147 sq. miles	2009	1/1/2009	60204
Zion NP	Utah	147 sq. miles	2009	2/1/2009	62964
Zion NP	Utah	147 sq. miles	2009	3/1/2009	167246
Zion NP	Utah	147 sq. miles	2009	4/1/2009	271709
Zion NP	Utah	147 sq. miles	2009	5/1/2009	296330
Zion NP	Utah	147 sq. miles	2009	6/1/2009	366004
Zion NP	Utah	147 sq. miles	2009	7/1/2009	368933
Zion NP	Utah	147 sq. miles	2009	8/1/2009	372157
Zion NP	Utah	147 sq. miles	2009	9/1/2009	306161
Zion NP	Utah	147 sq. miles	2009	10/1/2009	265095
Zion NP	Utah	147 sq. miles	2009	11/1/2009	132998
Zion NP	Utah	147 sq. miles	2009	12/1/2009	65601
Zion NP	Utah	147 sq. miles	2010	1/1/2010	54928
Zion NP	Utah	147 sq. miles	2010	2/1/2010	62099
Zion NP	Utah	147 sq. miles	2010	3/1/2010	171079
Zion NP	Utah	147 sq. miles	2010	4/1/2010	277599
Zion NP	Utah	147 sq. miles	2010	5/1/2010	304278
Zion NP	Utah	147 sq. miles	2010	6/1/2010	331185
Zion NP	Utah	147 sq. miles	2010	7/1/2010	362881
Zion NP	Utah	147 sq. miles	2010	8/1/2010	332796
Zion NP	Utah	147 sq. miles	2010	9/1/2010	319838
Zion NP	Utah	147 sq. miles	2010	10/1/2010	236316
Zion NP	Utah	147 sq. miles	2010	11/1/2010	143272
Zion NP	Utah	147 sq. miles	2010	12/1/2010	69701
Zion NP	Utah	147 sq. miles	2011	1/1/2011	64524
Zion NP	Utah	147 sq. miles	2011	2/1/2011	67801
Zion NP	Utah	147 sq. miles	2011	3/1/2011	164037
Zion NP	Utah	147 sq. miles	2011	4/1/2011	255813
Zion NP	Utah	147 sq. miles	2011	5/1/2011	325089
Zion NP	Utah	147 sq. miles	2011	6/1/2011	376453
Zion NP	Utah	147 sq. miles	2011	7/1/2011	391144
Zion NP	Utah	147 sq. miles	2011	8/1/2011	360196
Zion NP	Utah	147 sq. miles	2011	9/1/2011	324727
Zion NP	Utah	147 sq. miles	2011	10/1/2011	273876
Zion NP	Utah	147 sq. miles	2011	11/1/2011	145158
Zion NP	Utah	147 sq. miles	2011	12/1/2011	76687
Zion NP	Utah	147 sq. miles	2012	1/1/2012	68202
Zion NP	Utah	147 sq. miles	2012	2/1/2012	74382
Zion NP	Utah	147 sq. miles	2012	3/1/2012	165242
Zion NP	Utah	147 sq. miles	2012	4/1/2012	352192
Zion NP	Utah	147 sq. miles	2012	5/1/2012	343488
Zion NP	Utah	147 sq. miles	2012	6/1/2012	370280
Zion NP	Utah	147 sq. miles	2012	7/1/2012	392359
Zion NP	Utah	147 sq. miles	2012	8/1/2012	364857
Zion NP	Utah	147 sq. miles	2012	9/1/2012	355140
Zion NP	Utah	147 sq. miles	2012	10/1/2012	276134
Zion NP	Utah	147 sq. miles	2012	11/1/2012	140350
Zion NP	Utah	147 sq. miles	2012	12/1/2012	70981
Zion NP	Utah	147 sq. miles	2013	1/1/2013	56972
Zion NP	Utah	147 sq. miles	2013	2/1/2013	64994
Zion NP	Utah	147 sq. miles	2013	3/1/2013	227899
Zion NP	Utah	147 sq. miles	2013	4/1/2013	292765
Zion NP	Utah	147 sq. miles	2013	5/1/2013	313594
Zion NP	Utah	147 sq. miles	2013	6/1/2013	367217
Zion NP	Utah	147 sq. miles	2013	7/1/2013	379129
Zion NP	Utah	147 sq. miles	2013	8/1/2013	345014
Zion NP	Utah	147 sq. miles	2013	9/1/2013	339593
Zion NP	Utah	147 sq. miles	2013	10/1/2013	203056
Zion NP	Utah	147 sq. miles	2013	11/1/2013	141251
Zion NP	Utah	147 sq. miles	2013	12/1/2013	75903
Zion NP	Utah	147 sq. miles	2014	1/1/2014	70862
Zion NP	Utah	147 sq. miles	2014	2/1/2014	74625
Zion NP	Utah	147 sq. miles	2014	3/1/2014	226424
Zion NP	Utah	147 sq. miles	2014	4/1/2014	312381
Zion NP	Utah	147 sq. miles	2014	5/1/2014	391969
Zion NP	Utah	147 sq. miles	2014	6/1/2014	397753
Zion NP	Utah	147 sq. miles	2014	7/1/2014	407153
Zion NP	Utah	147 sq. miles	2014	8/1/2014	391973
Zion NP	Utah	147 sq. miles	2014	9/1/2014	340855
Zion NP	Utah	147 sq. miles	2014	10/1/2014	304108
Zion NP	Utah	147 sq. miles	2014	11/1/2014	169607
Zion NP	Utah	147 sq. miles	2014	12/1/2014	101986
